,Concurso,Data Sorteio,Dezena1,Dezena2,Dezena3,Dezena4,Dezena5,Dezena6,Arrecadacao_Total,Ganhadores_Sena,Rateio_Sena,Ganhadores_Quina,Rateio_Quina,Ganhadores_Quadra,Rateio_Quadra,Acumulado,Valor_Acumulado,Estimativa_Prêmio
1585,1586,2014-03-29 00:00:00,47,58,8,43,39,46,64188188,0,0,150,25052.84,10556,508.57,SIM,32622073.4,40000000
1586,1587,2014-04-02 00:00:00,8,21,19,30,52,56,77113964,0,0,179,25221.63,12440,518.45,SIM,40938574.57,50000000
1587,1588,2014-04-05 00:00:00,36,29,23,49,32,45,94071416,2,25541942.1,353,15601.86,21216,370.84,NÃO,0,2500000
1588,1589,2014-04-09 00:00:00,11,41,51,5,19,4,28925144,0,0,87,19464.78,7815,309.55,SIM,24453798.07,30000000
1589,1590,2014-04-12 00:00:00,40,7,44,55,34,20,57663666,0,0,89,37931.98,8050,599.1,SIM,30672645.09,38000000
1590,1591,2014-04-16 00:00:00,4,23,55,10,38,33,64477166,1,37626306.9,278,13578.58,16180,333.29,NÃO,0,2000000
1591,1592,2014-04-19 00:00:00,41,49,36,42,31,38,22560202,0,0,23,57425.97,2341,806,SIM,2433047.61,5000000
1592,1593,2014-04-23 00:00:00,4,17,38,9,18,21,26206082,1,5259292.04,136,11281.23,8689,252.24,NÃO,0,3000000
1593,1594,2014-04-26 00:00:00,53,43,23,6,7,8,29964214,0,0,71,24708.01,6341,395.22,SIM,16848508.95,22000000
1594,1595,2014-04-30 00:00:00,59,5,42,8,46,2,47317026,2,10975751.52,236,11738.12,12387,319.48,NÃO,0,2000000
1595,1596,2014-05-03 00:00:00,5,12,1,7,45,10,26213024,1,2826993.1,380,4038.56,16970,129.19,NÃO,0,3000000
1596,1597,2014-05-07 00:00:00,16,52,5,44,10,50,28151542,0,0,57,28914.82,5638,417.61,SIM,3036056.24,7000000
1597,1598,2014-05-10 00:00:00,36,47,42,29,53,31,36850340,0,0,121,17829.91,6776,454.84,SIM,7010250.78,12000000
1598,1599,2014-05-14 00:00:00,35,10,15,58,36,3,45177182.5,1,11882469.39,135,19591.99,8922,423.49,NÃO,0,18000000
1599,1600,2014-05-17 00:00:00,9,46,23,32,35,57,49128762.5,1,17751928.34,110,26147.87,8443,486.66,NÃO,0,2500000
1600,1601,2014-05-21 00:00:00,60,24,56,45,10,8,29281317.5,0,0,90,19047.65,5373,455.79,SIM,3157899.01,7000000
1601,1602,2014-05-24 00:00:00,8,44,40,35,22,12,37687595,1,7222388.9,69,31977.36,6039,521.94,NÃO,0,3000000
1602,1603,2014-05-28 00:00:00,13,53,20,31,60,27,27860697.5,0,0,64,25486.21,4652,500.89,SIM,3004689.56,7000000
1603,1604,2014-05-31 00:00:00,21,40,51,27,24,2,37083880,0,0,62,35017.62,5333,581.57,SIM,19276829.6,25000000
1604,1605,2014-06-04 00:00:00,42,30,9,19,31,21,51385750,0,0,87,34579.33,6694,642.02,SIM,24818622.91,32000000
1605,1606,2014-06-07 00:00:00,54,1,15,37,46,42,62873125,1,31599293.88,101,36444.91,9327,563.79,NÃO,0,3000000
1606,1607,2014-06-11 00:00:00,32,41,51,7,31,52,28443640,0,0,91,18299.4,2820,843.58,SIM,3067558.1,7000000
1607,1608,2014-06-14 00:00:00,6,43,17,5,54,59,34318150,0,0,79,25432.55,5998,478.53,SIM,6768663.83,11000000
1608,1609,2014-06-18 00:00:00,2,26,6,13,53,60,35454782.5,0,0,140,14826.54,8573,345.88,SIM,24995950.53,30000000
1609,1610,2014-06-21 00:00:00,36,53,35,9,1,4,46116617.5,0,0,173,15606.46,9626,400.68,SIM,29969484.28,36000000
1610,1611,2014-06-25 00:00:00,24,51,50,28,58,47,53147042.5,0,0,97,32077.5,6367,698.13,SIM,35701227.5,43000000
1611,1612,2014-06-28 00:00:00,17,51,36,6,42,13,64669627.5,2,21337822.84,261,14506.18,16822,321.52,NÃO,0,3000000
1612,1613,2014-07-02 00:00:00,31,18,4,46,44,49,28863410,0,0,103,16406.04,5801,416.14,SIM,3112828.98,7000000
1613,1614,2014-07-05 00:00:00,49,27,43,17,14,21,35231515,1,6912438.29,149,13843.25,7458,395.09,NÃO,0,20000000
1614,1615,2014-07-09 00:00:00,26,20,5,44,33,31,36732132.5,0,0,71,30288.72,5701,538.87,SIM,19419358.68,25000000
1615,1616,2014-07-12 00:00:00,46,40,58,31,28,42,53955980,0,0,185,17075.01,6475,696.93,SIM,25238343.3,32000000
1616,1617,2014-07-16 00:00:00,23,31,47,54,3,26,64104445,2,16075904.16,265,14162.36,13116,408.77,NÃO,0,3000000
1617,1618,2014-07-19 00:00:00,9,51,20,24,52,43,31533535,1,3400793.67,32,57692.04,3161,834.34,NÃO,0,3000000
1618,1619,2014-07-23 00:00:00,46,17,5,42,47,8,28901780,0,0,92,18392.04,7438,324.98,SIM,17707151.21,22000000
1619,1620,2014-07-26 00:00:00,57,23,38,13,34,27,49002217.5,0,0,136,21094.54,9539,429.64,SIM,22991887.94,28000000
1620,1621,2014-07-30 00:00:00,24,22,38,49,10,39,58301500,1,29279523.38,81,42139.35,6823,714.66,NÃO,0,3000000
1621,1622,2014-08-02 00:00:00,21,7,5,53,45,4,32853480,0,0,107,17975.91,7833,350.79,SIM,3543145.63,6500000
1622,1623,2014-08-05 00:00:00,33,56,59,43,50,49,21984847.5,0,0,28,45968.32,1825,1007.52,SIM,5914143.04,10000000
1623,1624,2014-08-07 00:00:00,32,2,27,47,58,41,35299480,0,0,76,27192.42,4576,645.17,SIM,23105539.15,28000000
1624,1625,2014-08-09 00:00:00,45,11,22,52,36,40,50855782.5,0,0,77,38667.21,6419,662.62,SIM,28590177.11,35000000
1625,1626,2014-08-13 00:00:00,3,52,5,43,35,14,66467267.5,0,0,158,24628.84,12451,446.47,SIM,35758465.17,44000000
1626,1627,2014-08-16 00:00:00,26,57,20,32,45,41,79577270,1,44340626.24,130,35837.6,9306,715.18,NÃO,0,3000000
1627,1628,2014-08-20 00:00:00,38,26,60,34,29,50,29613752.5,0,0,36,48159.74,2795,886.14,SIM,3193751.09,6600000
1628,1629,2014-08-23 00:00:00,47,20,35,4,59,24,38217960,0,0,92,24320.52,5701,560.67,SIM,25261484.27,33000000
1629,1630,2014-08-27 00:00:00,30,43,7,44,1,54,54407152.5,0,0,81,39324.58,6412,709.67,SIM,31129126.44,38000000
1630,1631,2014-08-30 00:00:00,47,48,44,60,4,29,64241047.5,0,0,140,26864.44,9659,556.25,SIM,38057323.6,46000000
1631,1632,2014-09-03 00:00:00,18,56,27,6,24,59,80793170,1,46770615.69,244,19385.55,16339,413.56,NÃO,0,3000000
1632,1633,2014-09-06 00:00:00,2,11,49,13,36,1,31510497.5,0,0,99,18634.31,7430,354.7,SIM,3398309.14,7000000
1633,1634,2014-09-10 00:00:00,44,9,33,10,23,51,34001840,1,7065301.82,110,18096.85,6257,454.49,NÃO,0,22000000
1634,1635,2014-09-13 00:00:00,30,32,51,8,28,23,47876382.5,0,0,112,25026.29,6874,582.51,SIM,23124391.25,30000000
1635,1636,2014-09-17 00:00:00,33,19,52,51,35,26,59395800,0,0,90,38637.27,8474,586.22,SIM,29530043.53,37000000
1636,1637,2014-09-20 00:00:00,5,56,24,55,1,47,69148332.5,0,0,144,28113.34,11489,503.37,SIM,36987476.12,45000000
1637,1638,2014-09-24 00:00:00,38,2,42,58,41,1,84454425,0,0,143,34576.39,9363,754.4,SIM,46095623.18,55000000
1638,1639,2014-09-27 00:00:00,35,51,34,49,16,29,100622977.5,2,28473749.18,228,25837.8,13321,631.76,NÃO,0,30000000
1639,1640,2014-10-01 00:00:00,6,18,46,23,31,2,53430132.5,2,15134013.55,253,12364,12809,348.87,NÃO,0,3000000
1640,1641,2014-10-04 00:00:00,51,30,29,33,46,23,34136607.5,0,0,47,42522.2,4951,576.66,SIM,3681526.94,8000000
1641,1642,2014-10-08 00:00:00,47,3,43,42,60,23,37375397.5,0,0,53,41286.03,5355,583.74,SIM,7712347.3,12500000
1642,1643,2014-10-11 00:00:00,19,20,16,60,28,37,46233842.5,0,0,60,45113.02,5152,750.54,SIM,12698523.41,18500000
1643,1644,2014-10-15 00:00:00,10,16,34,13,60,22,48585737.5,0,0,92,30918.2,8884,457.39,SIM,32835875.18,40000000
1644,1645,2014-10-18 00:00:00,31,37,21,38,8,18,68325217.5,0,0,137,29198.03,8400,680.29,SIM,40204537.38,50000000
1645,1646,2014-10-22 00:00:00,34,23,41,19,40,58,85472367.5,0,0,126,39714.43,10700,668.09,SIM,49422466.37,60000000
1646,1647,2014-10-25 00:00:00,38,54,23,12,17,53,107816610,1,61050152.43,259,24371.32,20655,436.57,NÃO,0,3000000
1647,1648,2014-10-29 00:00:00,48,18,15,22,20,16,29647770,0,0,98,17711.66,5545,447.18,SIM,3197419.78,7000000
1648,1649,2014-11-01 00:00:00,54,33,24,44,38,42,40355072.5,0,0,99,23864.71,7522,448.7,SIM,30029733.19,37000000
1649,1650,2014-11-05 00:00:00,23,57,29,17,60,38,63974315,0,0,133,28160.94,10962,488.1,SIM,36929164.09,45000000
1650,1651,2014-11-08 00:00:00,27,44,8,35,38,41,78923522.5,0,0,145,31866.3,12024,548.97,SIM,45440820.51,55000000
1651,1652,2014-11-12 00:00:00,44,28,24,57,7,26,97593625,0,0,391,14612.95,22215,367.42,SIM,55965989.43,67000000
1652,1653,2014-11-14 00:00:00,45,22,27,21,1,32,90229207.5,0,0,134,39421.72,12071,625.17,SIM,65696928.82,80000000
1653,1654,2014-11-19 00:00:00,50,33,42,7,58,16,147750745,0,0,249,34739.5,19592,630.73,SIM,114066712.5,135000000
1654,1655,2014-11-22 00:00:00,56,46,7,24,28,53,197023822.5,2,67657559.48,704,16384.73,39616,415.95,NÃO,0,2500000
1655,1656,2014-11-26 00:00:00,6,4,43,54,56,11,32788810,0,0,55,34902.47,5037,544.43,SIM,3536171.17,7500000
1656,1657,2014-11-29 00:00:00,10,54,37,45,14,7,44510372.5,1,8336476.39,170,15328.71,9969,373.42,NÃO,0,3000000
1657,1658,2014-12-03 00:00:00,7,40,19,49,11,23,34755275,1,3748248.31,110,18497.85,7011,414.6,NÃO,0,3000000
1658,1659,2014-12-06 00:00:00,20,33,37,49,4,10,37221940,0,0,95,22938.69,6810,457.13,SIM,27489780.03,34000000
1659,1660,2014-12-10 00:00:00,17,38,42,51,34,8,57018440,1,33639041.43,218,15312.71,11526,413.74,NÃO,0,3000000
1660,1661,2014-12-13 00:00:00,16,48,43,27,58,13,35958550,0,0,70,30074.43,6712,448.06,SIM,3878017.77,8000000
1661,1662,2014-12-17 00:00:00,57,10,25,14,33,29,39656610,2,4077429.91,160,14510.72,8641,383.83,NÃO,0,3000000
1662,1663,2014-12-20 00:00:00,20,27,49,40,55,18,34975062.5,0,0,28,73129.68,3524,830.07,SIM,3771951.7,8000000
1663,1664,2014-12-24 00:00:00,48,8,21,36,23,29,39145840,1,7993708.78,131,17494.74,8211,398.73,NÃO,0,240000000
1664,1665,2014-12-31 00:00:00,20,11,16,1,56,5,871318160,4,65823888.16,2581,19764.32,168546,432.36,NÃO,0,3000000
1665,1666,2015-01-03 00:00:00,51,27,1,23,45,2,21277950,0,0,82,15191.8,5042,352.95,SIM,2294760.72,5000000
1666,1667,2015-01-07 00:00:00,51,24,56,7,12,44,33084067.5,1,5862774.49,143,13544.91,7934,348.75,NÃO,0,3000000
1667,1668,2015-01-10 00:00:00,47,40,55,57,52,5,32118302.5,0,0,42,44770.97,3171,847.13,SIM,3463859.02,7500000
1668,1669,2015-01-14 00:00:00,29,28,31,48,45,49,36129242.5,0,0,54,39170.42,3941,766.73,SIM,15671923.1,20000000
1669,1670,2015-01-17 00:00:00,1,33,30,17,47,19,50271037.5,0,0,132,22296.52,10142,414.56,SIM,21093498.13,27000000
1670,1671,2015-01-21 00:00:00,21,31,56,55,45,27,52997997.5,0,0,71,43701.29,5343,829.6,SIM,26809167.31,34000000
1671,1672,2015-01-24 00:00:00,20,10,1,5,42,3,61771235,1,33471002.88,566,6389.44,28440,181.65,NÃO,0,3000000
1672,1673,2015-01-28 00:00:00,35,10,47,5,24,23,29731450,0,0,97,17944.76,7613,326.62,SIM,3206444.4,7500000
1673,1674,2015-01-31 00:00:00,42,59,30,58,50,22,39749837.5,0,0,49,47493.31,2994,1110.39,SIM,23391433.62,30000000
1674,1675,2015-02-04 00:00:00,36,3,35,56,18,34,55279070,1,29353109.38,139,23283.01,10903,424.04,NÃO,0,3000000
1675,1676,2015-02-07 00:00:00,2,1,37,51,48,11,32091407.5,0,0,46,40843.61,4406,609.17,SIM,3460958.48,7000000
1676,1677,2015-02-11 00:00:00,52,33,15,28,51,10,36118037.5,2,3678088.24,154,13730.83,7597,397.62,NÃO,0,3000000
1677,1678,2015-02-14 00:00:00,35,52,17,19,9,11,31537917.5,0,0,111,16634.25,6955,379.25,SIM,3401266.3,6000000
1678,1679,2015-02-18 00:00:00,28,2,1,46,27,47,19905830,1,5548048.14,35,33297.02,3289,506.18,NÃO,0,15000000
1679,1680,2015-02-21 00:00:00,37,46,47,51,23,38,43477555,1,16547485.01,298,8541.66,5821,624.68,NÃO,0,3000000
1680,1681,2015-02-25 00:00:00,1,33,8,11,6,50,28112362.5,1,3031830.86,90,18287.23,6663,352.87,NÃO,0,3000000
1681,1682,2015-02-28 00:00:00,13,39,51,37,35,7,30538312.5,0,0,201,8894.93,8761,291.53,SIM,3293462.01,7000000
1682,1683,2015-03-04 00:00:00,48,4,12,34,32,33,36221137.5,1,7199799.02,80,26507.29,6925,437.45,NÃO,0,3000000
1683,1684,2015-03-07 00:00:00,9,12,31,50,18,39,32477135,0,0,49,38803.85,4143,655.62,SIM,15082796.62,20000000
1684,1685,2015-03-11 00:00:00,39,46,18,51,31,3,49359462.5,0,0,134,21565.46,7584,544.33,SIM,20406061.12,26000000
1685,1686,2015-03-14 00:00:00,44,37,9,55,14,46,59111810,3,8927028.65,117,29578.87,8999,549.38,NÃO,0,3000000
1686,1687,2015-03-18 00:00:00,15,58,24,37,46,49,29437405,1,3174732.56,75,22979.02,4522,544.45,NÃO,0,3000000
1687,1688,2015-03-21 00:00:00,18,23,42,56,32,30,31473995,0,0,47,39205.52,4355,604.44,SIM,3394372.46,7000000
1688,1689,2015-03-25 00:00:00,41,2,53,5,13,27,35477090,2,3610233.13,185,11227.15,9634,307.98,NÃO,0,19000000
1689,1690,2015-03-28 00:00:00,24,45,53,35,26,21,45880452.5,0,0,63,42636.38,5708,672.26,SIM,18835399.5,25000000
1690,1691,2015-04-01 00:00:00,39,45,58,10,1,24,53645920,0,0,145,21660.17,9387,477.97,SIM,24620945.12,32000000
1691,1692,2015-04-04 00:00:00,44,56,13,14,27,11,52625212.5,0,0,180,17116.48,12447,353.6,SIM,30296410.6,38000000
1692,1693,2015-04-08 00:00:00,19,18,38,5,21,15,68053730,0,0,178,22383.35,13997,406.64,SIM,37635793.7,46000000
1693,1694,2015-04-11 00:00:00,34,29,20,37,57,45,85939430,1,46904093.93,348,14457.94,10854,662.21,NÃO,0,25000000
1694,1695,2015-04-15 00:00:00,36,43,38,24,58,44,48540870,0,0,128,22201.93,8910,455.64,SIM,25988372.92,33000000
1695,1696,2015-04-18 00:00:00,12,1,31,37,17,46,64179532.5,1,32909935.88,135,27832.74,9824,546.39,NÃO,0,3000000
1696,1697,2015-04-22 00:00:00,8,30,23,51,53,58,25022142.5,0,0,62,23627.94,3593,582.45,SIM,2698560.23,6000000
1697,1698,2015-04-25 00:00:00,24,44,28,13,45,11,37797410,0,0,132,16764.14,8869,356.43,SIM,6774893.33,11000000
1698,1699,2015-04-29 00:00:00,1,10,30,33,38,6,41964382.5,0,0,189,12999.07,9424,372.42,SIM,26045125.94,33000000
1699,1700,2015-05-02 00:00:00,58,41,48,50,15,18,50524517.5,1,31494038.01,65,45507.4,5380,785.44,NÃO,0,2500000
1700,1701,2015-05-05 00:00:00,9,3,18,40,32,56,18715640,1,2018423.55,59,18571.45,3328,470.34,NÃO,0,2000000
1701,1702,2015-05-07 00:00:00,39,52,17,35,19,33,25567425,1,2757367.25,139,10768.76,5963,358.6,NÃO,0,3000000
1702,1703,2015-05-09 00:00:00,49,3,35,39,23,26,29544590,0,0,75,23062.69,4451,555.15,SIM,3186292.13,7000000
1703,1704,2015-05-13 00:00:00,11,7,59,51,32,1,35585577.5,0,0,74,28153.7,6399,465.11,SIM,17866181.8,23000000
1704,1705,2015-05-16 00:00:00,50,37,51,27,29,25,53402397.5,0,0,60,52107.79,6095,732.79,SIM,23625464.27,30000000
1705,1706,2015-05-20 00:00:00,12,31,34,48,36,56,58536962.5,1,29938493.6,136,25199.07,10756,455.17,NÃO,0,3000000
1706,1707,2015-05-23 00:00:00,36,27,20,7,16,52,29751635,0,0,65,26797.28,4048,614.7,SIM,3208621.29,6500000
1707,1708,2015-05-27 00:00:00,38,50,29,45,17,32,37147638.5,0,0,72,30205.91,4174,744.34,SIM,7214878.56,12000000
1708,1709,2015-05-30 00:00:00,30,7,47,35,19,42,46378374,0,0,102,26620.03,6499,596.84,SIM,27483984.27,33000000
1709,1710,2015-06-03 00:00:00,59,56,7,28,21,58,61393629.5,0,0,90,39936.87,6845,750.14,SIM,34105096.25,42000000
1710,1711,2015-06-06 00:00:00,38,22,50,45,26,39,65167424,0,0,85,44885.37,6112,891.74,SIM,41133200.24,50000000
1711,1712,2015-06-10 00:00:00,50,19,59,2,29,12,91459522,0,0,169,31683.66,9443,810.05,SIM,50996825.22,65000000
1712,1713,2015-06-13 00:00:00,3,29,10,16,23,27,113128519,2,31598692.07,388,17070,21476,440.56,NÃO,0,3000000
1713,1714,2015-06-17 00:00:00,51,2,24,52,36,8,31632681.5,0,0,106,17471.23,5421,488.03,SIM,28004271.91,33000000
1714,1715,2015-06-20 00:00:00,20,16,35,40,60,53,53936666,0,0,58,54443.91,4649,970.33,SIM,33821173.57,40000000
1715,1716,2015-06-24 00:00:00,25,36,2,53,42,41,64542467.5,1,40781877.95,62,60946.26,5896,915.55,NÃO,0,3000000
1716,1717,2015-06-27 00:00:00,9,58,16,44,2,37,30559854.5,0,0,122,14665.09,4934,518.02,SIM,3295785.25,6800000
1717,1718,2015-07-01 00:00:00,30,53,4,31,47,32,34530772.5,0,0,49,41257.55,3197,903.35,SIM,7019821.66,11500000
1718,1719,2015-07-04 00:00:00,44,22,31,54,34,1,44572668,0,0,45,57989.5,3009,1238.91,SIM,27292500.36,33000000
1719,1720,2015-07-07 00:00:00,49,39,18,31,57,23,35765586.5,0,0,47,44551.33,3410,877.21,SIM,31149707.61,35000000
1720,1721,2015-07-09 00:00:00,12,33,4,38,36,19,48722999.5,1,36404331.56,188,15172.92,9668,421.49,NÃO,0,3000000
1721,1722,2015-07-11 00:00:00,41,39,9,49,23,58,29760640,0,0,33,52798.49,2640,942.83,SIM,3209592.45,7000000
1722,1723,2015-07-15 00:00:00,27,60,30,14,46,52,35168280,0,0,54,38128.57,3169,928.16,SIM,7002382.06,11000000
1723,1724,2015-07-18 00:00:00,27,39,37,58,60,33,43592832.5,0,0,53,48154.01,4281,851.65,SIM,24787802.64,32000000
1724,1725,2015-07-22 00:00:00,26,31,30,18,16,34,57555039.5,0,0,51,66070.32,5054,952.45,SIM,30994934.63,37500000
1725,1726,2015-07-25 00:00:00,42,54,57,3,49,10,65189197.5,0,0,111,34383.16,7581,719.19,SIM,38025386.82,46000000
1726,1727,2015-07-29 00:00:00,4,6,41,40,19,20,77569436,1,46391009.23,122,37224.08,8814,736.05,NÃO,0,3000000
1727,1728,2015-08-01 00:00:00,28,39,8,59,42,3,32686381,0,0,45,42525.31,3617,755.81,SIM,3525124.52,7500000
1728,1729,2015-08-04 00:00:00,53,14,44,7,23,43,22178415,0,0,39,33293.47,2553,726.56,SIM,23215411.62,27000000
1729,1730,2015-08-06 00:00:00,1,24,10,17,42,51,43268162,2,13940874.15,195,12990.53,10089,358.68,NÃO,0,3000000
1730,1731,2015-08-08 00:00:00,59,49,43,5,27,18,29924881,0,0,68,25764.2,4160,601.63,SIM,3227305.34,7000000
1731,1732,2015-08-12 00:00:00,25,60,34,53,45,38,35367286.5,1,7041557.17,73,28364.3,3177,931.06,NÃO,0,3000000
1732,1733,2015-08-15 00:00:00,5,9,41,14,3,46,30881081,1,3330428.53,63,28697.57,4818,536.06,NÃO,0,3000000
1733,1734,2015-08-19 00:00:00,52,29,17,41,12,25,28068845,0,0,64,25676.61,3315,708.16,SIM,14382569.6,19000000
1734,1735,2015-08-22 00:00:00,46,16,33,45,34,6,45267953.5,0,0,86,30816.66,4779,792.22,SIM,19264577.58,25000000
1735,1736,2015-08-26 00:00:00,13,32,12,41,24,29,51536635.5,0,0,105,28735.58,6581,654.96,SIM,24822643.42,31000000
1736,1737,2015-08-29 00:00:00,59,5,51,42,50,8,61137594,0,0,73,49031.9,5770,886.19,SIM,31416142.77,39000000
1737,1738,2015-09-02 00:00:00,53,46,28,48,37,12,66754387,1,38615395.78,96,40710.07,6889,810.43,NÃO,0,3000000
1738,1739,2015-09-05 00:00:00,34,17,9,46,10,32,30926217,0,0,51,35501.76,4020,643.42,SIM,20663830.42,27000000
1739,1740,2015-09-09 00:00:00,38,15,47,25,10,53,38464531,0,0,62,36321.35,4599,699.5,SIM,24812110.45,30000000
1740,1741,2015-09-12 00:00:00,49,18,20,32,15,48,58440900,1,31114779.74,82,41724.99,6448,758.03,NÃO,0,3000000
1741,1742,2015-09-16 00:00:00,23,27,21,19,52,11,28516894,0,0,83,20114.88,4483,532.02,SIM,3075458.31,7000000
1742,1743,2015-09-19 00:00:00,34,31,29,4,10,35,35694197,0,0,40,52243.33,3955,754.82,SIM,6924966.43,11500000
1743,1744,2015-09-23 00:00:00,12,9,56,29,14,42,38474611,0,0,96,23463.68,5272,610.37,SIM,24604511.33,30000000
1744,1745,2015-09-26 00:00:00,13,47,60,18,52,9,54631755.5,0,0,128,24987.82,6976,654.98,SIM,30496376.24,38500000
1745,1746,2015-09-30 00:00:00,37,40,6,58,41,18,65809135,0,0,106,36347.41,5849,941.02,SIM,37593686.76,45000000
1746,1747,2015-10-03 00:00:00,53,34,59,33,48,6,82048242.5,2,23221167.26,93,51651.09,8700,788.76,NÃO,0,3000000
1747,1748,2015-10-07 00:00:00,2,53,13,49,10,41,29340979.5,0,0,76,22602.38,3731,657.72,SIM,3164333.37,7000000
1748,1749,2015-10-10 00:00:00,33,13,14,3,43,29,38169180,0,0,78,28649.13,7101,449.56,SIM,25583870.58,31000000
1749,1750,2015-10-13 00:00:00,17,41,48,15,20,31,20345405.5,0,0,23,51788.31,1865,912.39,SIM,27778059.26,32000000
1750,1751,2015-10-15 00:00:00,42,22,51,23,57,15,45196469.5,0,0,47,56298.89,4580,825.34,SIM,32652357.92,40000000
1751,1752,2015-10-17 00:00:00,36,53,55,37,60,9,59290882,0,0,70,49588.74,5668,874.88,SIM,39046695.13,46000000
1752,1753,2015-10-21 00:00:00,54,8,45,29,35,15,76858873,1,47335685.52,149,30199.58,8929,719.92,NÃO,0,3000000
1753,1754,2015-10-24 00:00:00,20,31,40,30,27,53,29782637.5,0,0,22,79256.27,1958,1272.17,SIM,18903483.52,23000000
1754,1755,2015-10-28 00:00:00,48,5,30,18,8,2,48595981,0,0,123,23130.69,8784,462.7,SIM,24144408.92,30000000
1755,1756,2015-10-31 00:00:00,28,13,6,14,45,35,59598896,0,0,134,26039.14,10310,483.47,SIM,30571964.48,39000000
1756,1757,2015-11-04 00:00:00,43,13,28,56,37,25,59273746,0,0,311,11158.23,11196,442.78,SIM,36964453.62,44000000
1757,1758,2015-11-07 00:00:00,6,23,16,11,42,36,82781160,0,0,230,21071.57,13800,501.7,SIM,45892144.25,55000000
1758,1759,2015-11-10 00:00:00,2,14,21,60,22,51,60938664.5,0,0,70,50966.89,5957,855.57,SIM,73559490.68,80000000
1759,1760,2015-11-13 00:00:00,25,10,24,47,48,36,119796096,0,0,206,34046.2,14689,682.09,SIM,86479127.04,110000000
1760,1761,2015-11-14 00:00:00,53,36,10,9,50,55,165510502.5,0,0,176,55056.18,17821,776.76,SIM,104328920,130000000
1761,1762,2015-11-18 00:00:00,45,59,42,55,32,26,237608906.5,0,0,219,63520.19,18595,1068.71,SIM,129954301.5,170000000
1762,1763,2015-11-21 00:00:00,21,9,15,36,12,31,297383730,0,0,689,25269.18,43184,575.95,SIM,162026211.9,200000000
1763,1764,2015-11-25 00:00:00,6,7,41,39,29,55,401527962.5,1,205329753.9,401,58622.54,33850,992.09,NÃO,0,100000000
1764,1765,2015-11-28 00:00:00,1,28,56,37,6,58,88630710,0,0,185,28048.25,9138,811.2,SIM,92385569,105000000
1765,1766,2015-12-02 00:00:00,60,23,22,46,53,41,90839126,0,0,70,75974.54,7088,1071.87,SIM,102182286.2,110000000
1766,1767,2015-12-05 00:00:00,44,26,39,35,16,45,94503941,0,0,84,65866.39,7608,1038.9,SIM,112374242.3,125000000
1767,1768,2015-12-09 00:00:00,35,11,7,50,34,5,94529393,0,0,156,35476.07,12402,637.48,SIM,122568943.3,135000000
1768,1769,2015-12-12 00:00:00,32,44,54,60,47,37,97673341.5,0,0,105,54460.29,7782,1049.73,SIM,164704569.7,175000000
1769,1770,2015-12-16 00:00:00,34,30,41,11,27,26,104834271.5,0,0,110,55796.09,8861,989.49,SIM,176010619.9,187000000
1770,1771,2015-12-19 00:00:00,38,2,27,28,32,20,109030383,0,0,123,51896.21,10330,882.75,SIM,187769207.6,195000000
1771,1772,2015-12-22 00:00:00,27,39,19,41,12,45,89096143.5,2,98688974.76,244,21377.77,13112,568.3,NÃO,0,3000000
1772,1773,2015-12-24 00:00:00,45,41,39,30,15,59,33889656.5,0,0,36,55113.48,2312,1225.95,SIM,3654894.04,6000000
1773,1774,2015-12-26 00:00:00,1,52,30,60,20,12,22142158.5,0,0,37,35035.75,2707,684.11,SIM,128027188.9,280000000
1774,1775,2015-12-31 00:00:00,31,2,51,42,18,56,620312112,6,41088919.05,827,43913.49,62767,826.55,NÃO,0,1500000
1775,1776,2016-01-02 00:00:00,39,11,48,14,19,10,7895436.5,0,0,17,27190.7,1051,628.3,SIM,851498.25,2500000
1776,1777,2016-01-06 00:00:00,55,4,44,38,19,52,30249282,0,0,62,28129.17,3484,715.1,SIM,4064145.66,7500000
1777,1778,2016-01-09 00:00:00,4,38,48,10,45,40,36261571.5,0,0,37,56503.91,3457,863.93,SIM,7915332.73,12000000
1778,1779,2016-01-12 00:00:00,25,56,30,12,39,57,23299384.5,0,0,30,44777.18,2162,887.61,SIM,16920630.96,19000000
1779,1780,2016-01-14 00:00:00,20,6,33,22,31,34,36562284.5,0,0,30,70266.06,3095,972.98,SIM,20803755.49,24000000
1780,1781,2016-01-16 00:00:00,22,8,52,1,53,49,41885585,2,12626122.54,54,44720.27,3941,875.37,NÃO,0,3000000
1781,1782,2016-01-20 00:00:00,34,57,47,18,6,52,26275648,0,0,110,13771.92,3430,630.94,SIM,2790624.67,6000000
1782,1783,2016-01-23 00:00:00,38,16,21,4,18,6,33740126,0,0,67,29033.9,4886,568.75,SIM,6374019.75,10000000
1783,1784,2016-01-27 00:00:00,30,15,54,55,26,4,33471119.5,0,0,32,60305.07,2896,951.93,SIM,21406847.55,25000000
1784,1785,2016-01-30 00:00:00,27,5,42,54,41,11,46080240.5,0,0,91,29194.9,6410,592.09,SIM,26300833.65,30000000
1785,1786,2016-02-02 00:00:00,34,8,2,21,25,6,29553643,0,0,76,22419.77,5065,480.58,SIM,29439600.2,33000000
1786,1787,2016-02-04 00:00:00,1,29,13,25,5,26,43102762.5,2,17008680.52,167,14880.66,8897,399.02,NÃO,0,3000000
1787,1788,2016-02-06 00:00:00,42,45,56,13,3,59,24935750,0,0,41,35064.86,3508,585.46,SIM,2648319.8,3500000
